fund_house,scheme_type,scheme_category,scheme_code,scheme_name,isin_growth,isin_div_reinvestment
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
