fund_house,scheme_type,scheme_category,scheme_code,scheme_name,isin_growth,isin_div_reinvestment
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119092,HDFC Money Market Fund - Growth Option - Direct Plan,INF179KB1HU9,
