fund_house,scheme_type,scheme_category,scheme_code,scheme_name,isin_growth,isin_div_reinvestment
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,125497,SBI Small Cap Fund - Direct Plan - Growth,INF200K01T51,
