fund_house,scheme_type,scheme_category,scheme_code,scheme_name,isin_growth,isin_div_reinvestment
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,INF204K01XI3,
